doi,title,journal_title,year
10.1101/2021.04.20.21255797,Diagnostic accuracy of a novel SARS-CoV-2 antigen-detecting rapid diagnostic test from standardized self-collected anterior nasal swabs,medRxiv (Cold Spring Harbor Laboratory),2021
10.1101/2021.04.23.441059,Recurrent fusions in PLAGL1 define a distinct subset of pediatric-type supratentorial ependymoma,bioRxiv (Cold Spring Harbor Laboratory),2021
10.1101/2021.04.24.21256029,6-Month Follow Up of 8679 Hospitalized COVID-19 Patients in Germany: A Nationwide Cohort Study,medRxiv (Cold Spring Harbor Laboratory),2021
10.1101/2021.04.24.441219,Effects of non-invasive brain stimulation on visual perspective taking: A meta-analytic study,bioRxiv (Cold Spring Harbor Laboratory),2021
10.1101/2021.04.24.441207,Electrocorticography is superior to subthalamic local field potentials for movement decoding in Parkinson’s disease,bioRxiv (Cold Spring Harbor Laboratory),2021
10.22541/au.161943294.41143204/v1,Propensity score-based analysis of 30-day survival in cardiogenic shock patients supported with different microaxial left ventricular assist devices,Authorea,2021
10.21203/rs.3.rs-430599/v1,"Role of Positive Mental Health in Reducing Fears related to COVID-19 and General Anxiety Disorder in Khyber Pakhtunkhwa, Pakistan",Research Square,2021
10.1101/2021.04.25.441313,The neuroinflammatory interleukin-12 signaling pathway drives Alzheimer’s disease-like pathology by perturbing oligodendrocyte survival and neuronal homeostasis,bioRxiv (Cold Spring Harbor Laboratory),2021
10.1101/2021.04.21.21255887,Brain disconnectome mapping and serum neurofilament light levels in multiple sclerosis,medRxiv (Cold Spring Harbor Laboratory),2021
10.21203/rs.3.rs-443441/v1,Comparison of Three Different Methods to Detect Bone Marrow Involvement in Patients with Neuroblastoma,Research Square,2021
10.1101/2021.04.21.21255615,Increasing Sample Diversity in Psychiatric Genetics – Introducing a new Cohort of Patients with Schizophrenia and Controls from Vietnam – Results from a Pilot Study,medRxiv (Cold Spring Harbor Laboratory),2021
10.1101/2021.04.27.441616,Regulation and impact of cardiac lymphangiogenesis in pressure-overload-induced heart failure,bioRxiv (Cold Spring Harbor Laboratory),2021
10.1101/2021.04.29.21255609,"Cortical and Subcortical Neuroanatomical Signatures of Schizotypy in 3,004 Individuals Assessed in a Worldwide ENIGMA Study",medRxiv (Cold Spring Harbor Laboratory),2021
10.1101/2021.04.29.441926,Is there a G-factor in Hypnotic Suggestibility? Confirmatory Factor Analysis of the Harvard Group Scale of Hypnotic Suggestibility,bioRxiv (Cold Spring Harbor Laboratory),2021
10.1101/2021.04.28.441752,Mechanisms Underlying the Complex Dynamics of Temperature Entrainment by a Circadian Clock,bioRxiv (Cold Spring Harbor Laboratory),2021
10.21203/rs.3.rs-458046/v1,The Use of Online Video Consultations in the Aftercare of Orthopedic Patients: a Prospective Case-control Study,Research Square,2021
10.1101/2021.04.30.442173,<i>Distribution of GOPC:ROS1</i> and other <i>ROS1</i> fusions in glioma types,bioRxiv (Cold Spring Harbor Laboratory),2021
10.1101/2021.04.30.21256383,COVID-19 vaccine-associated cerebral venous thrombosis in Germany,medRxiv (Cold Spring Harbor Laboratory),2021
10.20944/preprints202105.0059.v1,Relation of Serum Copper Status to Survival in COVID-19,Preprints.org,2021
10.1101/2021.05.05.442704,Virtual deep brain stimulation: Multiscale co-simulation of a spiking basal ganglia model and a whole-brain mean-field model with The Virtual Brain,bioRxiv (Cold Spring Harbor Laboratory),2021
10.21203/rs.3.rs-473238/v1,Liver Transplantation Is Highly Effective in Children With Irresectable Hepatoblastoma,Research Square,2021
10.1101/2021.05.07.443057,Combined responses of primary coral polyps and their algal endosymbionts to decreasing seawater pH,bioRxiv (Cold Spring Harbor Laboratory),2021
10.1101/2021.05.07.442790,"ENIGMA HALFpipe: Interactive, reproducible, and efficient analysis for resting-state and task-based fMRI data",bioRxiv (Cold Spring Harbor Laboratory),2021
10.1101/2021.05.10.21256192,High Dose Convalescent Plasma in COVID-19: Results from the randomized Trial CAPSID,medRxiv (Cold Spring Harbor Laboratory),2021
10.1101/2021.05.11.21257016,Comparative sensitivity evaluation for 122 CE-marked SARS-CoV-2 antigen rapid tests,medRxiv (Cold Spring Harbor Laboratory),2021
10.21203/rs.3.rs-515087/v1,Cortical pore size distribution and viscoelastic tibia properties discriminate fragility fractures independent of bone mineral density,Research Square,2021
10.1101/2021.05.12.21257080,A year of genomic surveillance reveals how the SARS-CoV-2 pandemic unfolded in Africa,medRxiv (Cold Spring Harbor Laboratory),2021
10.1101/2021.05.11.21257021,Establishment of an evaluation panel for the decentralized technical evaluation of the sensitivity of 31 rapid detection tests for SARS-CoV-2 diagnostics,medRxiv (Cold Spring Harbor Laboratory),2021
10.21203/rs.3.rs-479681/v1,"Locus of control moderates the association of COVID-19 stress and general mental distress: Results of a cross-sectional survey in two large samples from Norway, Germany, and Austria",Research Square,2021
10.1101/2021.05.14.444134,Archival influenza virus genomes from Europe reveal genomic and phenotypic variability during the 1918 pandemic,bioRxiv (Cold Spring Harbor Laboratory),2021
10.1101/2021.05.15.444275,Allicin inhibits SARS-CoV-2 replication and abrogates the antiviral host response in the Calu-3 proteome,bioRxiv (Cold Spring Harbor Laboratory),2021
10.1101/2021.05.17.444335,Disrupting the CD177:proteinase 3 membrane complex reduces anti-PR3 antibody-induced neutrophil activation,bioRxiv (Cold Spring Harbor Laboratory),2021
10.1101/2021.05.18.443587,Incorporating structural knowledge into unsupervised deep learning for two-photon imaging data,bioRxiv (Cold Spring Harbor Laboratory),2021
10.1101/2021.05.18.444603,Intratumoural heterogeneity and immune modulation in lung adenocarcinoma of female smokers and never smokers,bioRxiv (Cold Spring Harbor Laboratory),2021
10.1101/2021.05.18.444682,Somatic structural variant formation is guided by and influences genome architecture,bioRxiv (Cold Spring Harbor Laboratory),2021
10.1101/2021.05.14.21256707,The bidirectional causal effects of brain morphology across the life course and risk of Alzheimer’s disease: A cross-cohort comparison and Mendelian randomization meta-analysis,medRxiv (Cold Spring Harbor Laboratory),2021
http://export.arxiv.org/pdf/2105.10404,Real-time estimation of phase and amplitude with application to neural data,arXiv (Cornell University),2021
10.1101/2021.05.19.21257452,"SARS-CoV-2 screening prevalence in educational staff in Berlin, Germany, June-December 2020",medRxiv (Cold Spring Harbor Laboratory),2021
10.1101/2021.05.19.21257334,"Safety, reactogenicity, and immunogenicity of homologous and heterologous prime-boost immunisation with ChAdOx1-nCoV19 and BNT162b2: a prospective cohort study",medRxiv (Cold Spring Harbor Laboratory),2021
10.1101/2021.05.18.21257238,The roadmap for implementing value based healthcare in European university hospitals - consensus report and recommendations,medRxiv (Cold Spring Harbor Laboratory),2021
10.1101/2021.05.23.445314,"Comprehensive assessment of Indian variations in the druggable kinome landscape highlights distinct insights at the sequence, structure and pharmacogenomic stratum",bioRxiv (Cold Spring Harbor Laboratory),2021
10.1101/2021.05.25.21257784,Antigen-experienced CXCR5<sup>-</sup>CD19<sup>low</sup>B cells are plasmablast precursors expanded in SLE,medRxiv (Cold Spring Harbor Laboratory),2021
10.1101/2021.05.26.445840,Early beta oscillations in multisensory association areas underlie crossmodal performance enhancement,bioRxiv (Cold Spring Harbor Laboratory),2021
10.1101/2021.06.01.446545,Evidence of MHC class I and II influencing viral and helminth infection via the microbiome in a non-human primate,bioRxiv (Cold Spring Harbor Laboratory),2021
10.21203/rs.3.rs-575996/v1,"Kidney Dysfunction And COVID-19: Characteristics, Predictive Factors, And Influence Of Age",Research Square,2021
10.21203/rs.3.rs-573232/v1,Unification of treatments and interventions for tinnitus patients (UNITI): a study protocol for a multi-center randomized clinical trial,Research Square,2021
10.1101/2021.06.03.446877,Early and late evoked brain responses differentially reflect feature encoding and perception in the flash-lag illusion,bioRxiv (Cold Spring Harbor Laboratory),2021
10.1101/2021.06.03.446796,Ring Finger Protein 213 Assembles into a Sensor for ISGylated Proteins with Antimicrobial Activity,bioRxiv (Cold Spring Harbor Laboratory),2021
10.1101/2021.06.04.446948,A spatiotemporal complexity architecture of human brain activity,bioRxiv (Cold Spring Harbor Laboratory),2021
10.21203/rs.3.rs-546079/v1,Dementia Care and the Role of Guideline Adherence in Primary Care: Cross-Sectional Findings From the DemTab Study,Research Square,2021
10.21203/rs.3.rs-542739/v1,The CN-index of hnRNP-DL Predicts an Individual “Window of Treatment Success” in RA Patients,Research Square,2021
10.1101/2021.06.06.447249,Generative replay for compositional visual understanding in the prefrontal-hippocampal circuit,bioRxiv (Cold Spring Harbor Laboratory),2021
10.1101/2021.06.04.447111,Confusions regarding stochastic fluctuations and accumulators in spontaneous movements,bioRxiv (Cold Spring Harbor Laboratory),2021
10.1101/2021.06.06.21258200,Genome-wide association analyses of symptom severity among clozapine-treated patients with schizophrenia spectrum disorder,medRxiv (Cold Spring Harbor Laboratory),2021
10.1101/2021.06.06.447145,Movement Decoding using Spatio-Spectral Features of Cortical and Subcortical Local Field Potentials,bioRxiv (Cold Spring Harbor Laboratory),2021
10.1101/2021.06.10.447896,A community-driven roadmap to advance research on translated open reading frames detected by Ribo-seq,bioRxiv (Cold Spring Harbor Laboratory),2021
10.1101/2021.06.09.447677,Adolescent to young adult longitudinal development of subcortical volumes in two European sites with four waves,bioRxiv (Cold Spring Harbor Laboratory),2021
10.21203/rs.3.rs-546639/v1,"COVID-19 and intracranial hemorrhage: a multicenter case series, systematic review and pooled analysis",Research Square,2021
10.1101/2021.06.09.447719,Emerging single cell endothelial heterogeneity supports sprouting tumour angiogenesis and growth,bioRxiv (Cold Spring Harbor Laboratory),2021
10.1101/2021.06.08.21258481,Complement activation induces excessive T cell cytotoxicity in severe COVID-19,medRxiv (Cold Spring Harbor Laboratory),2021
10.1101/2021.06.11.448040,Maintaining and escaping feedback control in hierarchically organised tissue: a case study of the intestinal epithelium,bioRxiv (Cold Spring Harbor Laboratory),2021
10.1101/2021.06.11.447968,Principles of ecDNA random inheritance drive rapid genome change and therapy resistance in human cancers,bioRxiv (Cold Spring Harbor Laboratory),2021
10.21203/rs.3.rs-602860/v1,TANGO - Effect of Tango Argentino on cancer-associated fatigue in breast cancer patients: study protocol for a randomized controlled trial,Research Square,2021
10.1101/2021.06.08.21258533,The impact of co-circulating pathogens on SARS-CoV-2/COVID-19 surveillance: How concurrent epidemics may decrease true SARS-CoV-2 percent positivity,medRxiv (Cold Spring Harbor Laboratory),2021
10.1101/2021.06.13.448171,Evolution of the open-access CIViC knowledgebase is driven by the needs of the cancer variant interpretation community,bioRxiv (Cold Spring Harbor Laboratory),2021
10.1101/2021.06.14.448322,Neuroblastoma signalling models unveil combination therapies targeting feedback-mediated resistance,bioRxiv (Cold Spring Harbor Laboratory),2021
10.1101/2021.06.12.448191,Tangential high-density electrode insertions allow to simultaneously measure neuronal activity across an extended region of the visual field in mouse superior colliculus,bioRxiv (Cold Spring Harbor Laboratory),2021
10.1101/2021.06.14.448367,Enhanced processing of aversive stimuli on embodied artificial limbs by the human amygdala,bioRxiv (Cold Spring Harbor Laboratory),2021
10.1101/2021.06.14.448300,Longitudinal Developmental Trajectories Do Not Follow Cross-Sectional Age Associations in Hippocampal Subfield and Memory Development,bioRxiv (Cold Spring Harbor Laboratory),2021
10.1101/2021.06.11.21258679,Natural and cryptic peptides dominate the immunopeptidome of atypical teratoid rhabdoid tumors,medRxiv (Cold Spring Harbor Laboratory),2021
10.1101/2021.06.15.21258502,SARS-CoV-2 variant of concern B.1.1.7: diagnostic accuracy of three antigen-detecting rapid tests,medRxiv (Cold Spring Harbor Laboratory),2021
10.1101/2021.06.12.448080,High efficacy of therapeutic equine hyperimmune antibodies against SARS-CoV-2 variants of concern,bioRxiv (Cold Spring Harbor Laboratory),2021
10.1101/2021.06.13.21258853,White Matter is Increased in the Brains of Adults with Neurofibromatosis 1,medRxiv (Cold Spring Harbor Laboratory),2021
10.21203/rs.3.rs-614360/v1,Class I Histone Deacetylases (HDAC) Critically Contribute to Ewing Sarcoma Pathogenesis,Research Square,2021
10.1101/2021.06.17.21258956,School teachers’ self-reported fear and risk perception during the COVID-19 pandemic – a nationwide survey in Germany,medRxiv (Cold Spring Harbor Laboratory),2021
10.22541/au.162437866.61183359/v1,Comparative analysis of phasic left atrial strain and left ventricular posterolateral strain pattern to discriminate Fabry cardiomyopathy from other forms of left ventricular hypertrophy,Authorea,2021
10.1101/2021.06.23.449563,Ire1α-Regulated mRNA Translation Rate Controls the Identity and Polarity of Upper Layer Cortical Neurons,bioRxiv (Cold Spring Harbor Laboratory),2021
10.1101/2021.06.23.449626,A critical period of translational control during brain development at codon resolution,bioRxiv (Cold Spring Harbor Laboratory),2021
10.22541/au.162452341.15060228/v1,COVID-19-vaccination in patients receiving allergen immunotherapy (AIT) or biologics - EAACI recommendations,Authorea,2021
10.21203/rs.3.rs-608519/v1,Clinical Application of Robotic Orthopedic Surgery: A Bibliometric Study,Research Square,2021
10.1101/2021.06.21.21257586,Data-Driven Prediction of COVID-19 Cases in Germany for Decision Making,medRxiv (Cold Spring Harbor Laboratory),2021
10.1101/2021.06.21.21259171,"Diagnosing pediatric mitochondrial disease: lessons from 2,000 exomes",medRxiv (Cold Spring Harbor Laboratory),2021
10.1101/2021.06.22.21259319,Network analysis shows decreased ipsilesional structural connectivity in glioma patients,medRxiv (Cold Spring Harbor Laboratory),2021
